username,repository_name,image_link,created_at,last_updated,last_modified,pull_count,star_count,description
ghamsini,flask-app,https://hub.docker.com/r/ghamsini/flask-app,2025-10-30,2025-11-10,2025-11-10,37,0,Flask app showing student ID and name via env variables.
ghamsini,ipfs-nginx-endsem-22023,https://hub.docker.com/r/ghamsini/ipfs-nginx-endsem-22023,2025-10-31,2025-10-31,2025-11-10,21,0,This Docker image is built on Ubuntu with NGINX and IPFS integration.
ghamsini,nginx-custom,https://hub.docker.com/r/ghamsini/nginx-custom,2025-11-10,2025-11-10,2025-11-10,7,0,Hosts a website using NGINX afte customisation
ghamsini,practice,https://hub.docker.com/r/ghamsini/practice,2025-11-10,2025-11-10,2025-11-10,13,0,lab exercise for creating a folder and echoing
ghamsini,lab1-app,https://hub.docker.com/r/ghamsini/lab1-app,2025-11-10,2025-11-10,2025-11-10,18,0,A simple Flask web app .Exposes two routes returns “Lab1 App OK” and /health
ghamsini,scraper,https://hub.docker.com/r/ghamsini/scraper,2025-11-10,2025-11-10,2025-11-10,23,0,"A Python-based web scraper containerized with Docker.
Reads the TARGET_URL environment variable"
ghamsini,helloworld,https://hub.docker.com/r/ghamsini/helloworld,2025-11-10,2025-11-10,2025-11-10,8,0,"prints ""Hello World"""
ghamsini,helloworld-app,https://hub.docker.com/r/ghamsini/helloworld-app,2025-11-10,2025-11-10,2025-11-10,12,0,
ghamsini,lab1_app,https://hub.docker.com/r/ghamsini/lab1_app,2025-11-10,2025-11-10,2025-11-10,0,0,
vettrivelganappathi,dscc-lab1,https://hub.docker.com/r/vettrivelganappathi/dscc-lab1,2025-07-07,2025-07-07,2025-11-11,17,0,Lab Exercise 1
vettrivelganappathi,db-connector,https://hub.docker.com/r/vettrivelganappathi/db-connector,2025-07-07,2025-07-07,2025-11-11,19,0,Lab Exercise 1: Docker Image for a Database Connector.
vettrivelganappathi,web-scraper,https://hub.docker.com/r/vettrivelganappathi/web-scraper,2025-07-09,2025-07-10,2025-11-11,20,0,Lab Exercise 1: Docker image for a Web Scrapper.
vettrivelganappathi,lab1eval,https://hub.docker.com/r/vettrivelganappathi/lab1eval,2025-07-12,2025-07-12,2025-11-11,8,0,Evaluation: Docker image for a static website deployment using NGINX.
vettrivelganappathi,lab_2,https://hub.docker.com/r/vettrivelganappathi/lab_2,2025-07-17,2025-07-17,2025-11-11,14,0,Lab Exercise 2: Interplanetary File System (IPFS)
vettrivelganappathi,ipfs-private,https://hub.docker.com/r/vettrivelganappathi/ipfs-private,2025-08-13,2025-08-13,2025-11-11,49,0,Assignment 1
vettrivelganappathi,my-ipfs-private,https://hub.docker.com/r/vettrivelganappathi/my-ipfs-private,2025-08-13,2025-08-13,2025-11-11,47,0,Assignment 1
vettrivelganappathi,midtermlab_v1,https://hub.docker.com/r/vettrivelganappathi/midtermlab_v1,2025-08-21,2025-08-21,2025-11-11,15,0,MidTerm
vettrivelganappathi,midtermlab_v1.2,https://hub.docker.com/r/vettrivelganappathi/midtermlab_v1.2,2025-08-21,2025-08-21,2025-11-11,12,0,MidTerm
gunateet,db-connector,https://hub.docker.com/r/gunateet/db-connector,2025-07-07,2025-08-20,2025-11-11,26,0,Assignment 1: Database connection app using python
gunateet,web-scraper,https://hub.docker.com/r/gunateet/web-scraper,2025-07-09,2025-08-20,2025-11-11,19,0,Class activity of web scrapper
gunateet,dscc-lab1,https://hub.docker.com/r/gunateet/dscc-lab1,2025-07-10,2025-07-10,2025-11-11,14,0,Assignment:Initial task given in github
gunateet,lab1eval,https://hub.docker.com/r/gunateet/lab1eval,2025-07-12,2025-07-12,2025-11-11,10,0,sample practice eval
gunateet,practice,https://hub.docker.com/r/gunateet/practice,2025-08-20,2025-08-20,2025-11-11,10,0,Assignment: Practicing with the task
gunateet,flaskapp,https://hub.docker.com/r/gunateet/flaskapp,2025-08-21,2025-08-21,2025-11-11,16,0,midterm lab evaluation image
gunateet,my-python-app,https://hub.docker.com/r/gunateet/my-python-app,2025-10-30,2025-10-30,2025-11-11,38,0,Practice docker before endsem
gunateet,ipfs-nginx-cys-endsem-22025,https://hub.docker.com/r/gunateet/ipfs-nginx-cys-endsem-22025,2025-10-31,2025-10-31,2025-11-11,30,0,End sem lab evaluation final image
hemupc,assignment-1,https://hub.docker.com/r/hemupc/assignment-1,2025-07-06,2025-07-06,2025-11-11,15,0,Alpine - image that sets ROLLNO environment variable and creates .txt file containing the username
hemupc,db-connector,https://hub.docker.com/r/hemupc/db-connector,2025-07-06,2025-07-06,2025-11-11,30,0,Assignment 2 - Docker image for a database connector application with exposed port
hemupc,web-scraper-v1,https://hub.docker.com/r/hemupc/web-scraper-v1,2025-07-09,2025-07-09,2025-11-11,11,0,"Assignment 3 - Python web scraper to extract, parse, and store data"
hemupc,web-scraper,https://hub.docker.com/r/hemupc/web-scraper,2025-07-09,2025-07-09,2025-11-11,5,0,"Assignment 3 - Python web scraper to extract, parse, and store data."
hemupc,lab1eval,https://hub.docker.com/r/hemupc/lab1eval,2025-07-12,2025-07-12,2025-11-10,14,0,Lab evaluation 1 - Static website deployment using NGINX
hemupc,custom-ipfs-node,https://hub.docker.com/r/hemupc/custom-ipfs-node,2025-07-16,2025-07-16,2025-11-10,11,0,Lab - Creating Custom IPFS node
hemupc,ipfs-private,https://hub.docker.com/r/hemupc/ipfs-private,2025-08-13,2025-08-20,2025-11-10,53,0,"Practice - IPFS private , creating Swarm key"
hemupc,myexam,https://hub.docker.com/r/hemupc/myexam,2025-08-21,2025-08-21,2025-11-10,14,0,Practice
hemupc,flaskmidterm,https://hub.docker.com/r/hemupc/flaskmidterm,2025-10-31,2025-10-31,2025-11-11,21,0,Midterm examination - Flask app showing student ID and name through env variables.
hemupc,ipfs-nginx-cys-endsem-220xx,https://hub.docker.com/r/hemupc/ipfs-nginx-cys-endsem-220xx,2025-10-31,2025-10-31,2025-11-11,38,0,"End Sem Exam - NGINX + IPFS image, JSON upload, IPNS publish and pinning."
harshith1201,myapp-trail,https://hub.docker.com/r/harshith1201/myapp-trail,2025-07-09,2025-07-09,2025-11-10,1,0,Lab Assignment 1 : Creation of a Docker image and pushing to Docker hub + connection to database
harshith1201,news-scraper-db-img,https://hub.docker.com/r/harshith1201/news-scraper-db-img,2025-07-09,2025-07-09,2025-07-09,4,0,
harshith1201,myscrap,https://hub.docker.com/r/harshith1201/myscrap,2025-07-09,2025-07-09,2025-07-09,4,0,
harshith1201,news-scrapper-img,https://hub.docker.com/r/harshith1201/news-scrapper-img,2025-07-09,2025-07-09,2025-11-10,1,0,Lab 1 Additional Assignment : Creating a News scrapper using beautiful soup and displaying it
harshith1201,dscc-lab1,https://hub.docker.com/r/harshith1201/dscc-lab1,2025-07-10,2025-07-10,2025-11-10,10,0,Lab Assignment 1 : Creation of a Docker image and pushing to Docker hub
harshith1201,lab-1,https://hub.docker.com/r/harshith1201/lab-1,2025-07-10,2025-07-10,2025-07-10,8,0,
harshith1201,db-connect,https://hub.docker.com/r/harshith1201/db-connect,2025-07-10,2025-07-10,2025-11-10,13,0,"Lab Assignment 1 - Database connection using Python to link , query , and manage records"
harshith1201,lab_eval_1,https://hub.docker.com/r/harshith1201/lab_eval_1,2025-07-12,2025-07-12,2025-11-10,10,0,Lab Evaluation 1 - Static website Deployment using NGINX
harshith1201,assignment3,https://hub.docker.com/r/harshith1201/assignment3,2025-07-16,2025-07-16,2025-11-10,11,0,Lab Assignment 2 :Creation of Custom IPFS Node
harshith1201,flaskapp,https://hub.docker.com/r/harshith1201/flaskapp,2025-08-21,2025-08-21,2025-08-21,14,0,
harshith1201,ipfs-nginx-cys-endsem-22027,https://hub.docker.com/r/harshith1201/ipfs-nginx-cys-endsem-22027,2025-10-31,2025-10-31,2025-11-10,15,0,CYS22027 : End Semester Submission
jphemanthkumaar,dscc-lab1,https://hub.docker.com/r/jphemanthkumaar/dscc-lab1,2025-07-08,2025-07-08,2025-07-08,7,0,
jphemanthkumaar,db-connector,https://hub.docker.com/r/jphemanthkumaar/db-connector,2025-07-08,2025-07-08,2025-07-08,15,0,
jphemanthkumaar,web-scraper,https://hub.docker.com/r/jphemanthkumaar/web-scraper,2025-07-10,2025-07-10,2025-07-10,14,0,
jphemanthkumaar,lab1eval,https://hub.docker.com/r/jphemanthkumaar/lab1eval,2025-07-12,2025-07-12,2025-11-10,11,0,Hosts a website using NGINX. Done for lab evaluation.
jphemanthkumaar,my-ipfs-private,https://hub.docker.com/r/jphemanthkumaar/my-ipfs-private,2025-08-13,2025-08-13,2025-11-10,37,0,Downloads and sets up ipfs network. Done for Lab exercise.
jphemanthkumaar,flaskapp,https://hub.docker.com/r/jphemanthkumaar/flaskapp,2025-08-21,2025-08-21,2025-11-10,19,0,Midterm examination image for the python flask web app.
jphemanthkumaar,ipfs-nginx-cys-endsem-22028,https://hub.docker.com/r/jphemanthkumaar/ipfs-nginx-cys-endsem-22028,2025-10-31,2025-10-31,2025-11-10,40,0,Private IPFS Node + NGINX setup End Semester Lab.
joserohit264,db-connector-app,https://hub.docker.com/r/joserohit264/db-connector-app,2025-07-07,2025-07-07,2025-07-07,13,0,
joserohit264,alpine-dscc,https://hub.docker.com/r/joserohit264/alpine-dscc,2025-07-07,2025-07-07,2025-07-07,11,0,
joserohit264,db-connector,https://hub.docker.com/r/joserohit264/db-connector,2025-07-07,2025-07-07,2025-07-07,14,0,
joserohit264,web-scraper,https://hub.docker.com/r/joserohit264/web-scraper,2025-07-09,2025-07-09,2025-07-09,7,0,
joserohit264,lab1eval,https://hub.docker.com/r/joserohit264/lab1eval,2025-07-12,2025-07-12,2025-07-12,12,0,
joserohit264,custom-ipfs-node,https://hub.docker.com/r/joserohit264/custom-ipfs-node,2025-07-16,2025-07-16,2025-07-16,30,0,
joserohit264,ipfs-private,https://hub.docker.com/r/joserohit264/ipfs-private,2025-08-13,2025-08-13,2025-08-13,21,0,
joserohit264,prime-checker,https://hub.docker.com/r/joserohit264/prime-checker,2025-09-26,2025-09-26,2025-09-26,23,0,
joserohit264,midterm-app,https://hub.docker.com/r/joserohit264/midterm-app,2025-09-29,2025-09-29,2025-09-29,32,0,
joserohit264,midterm-exam,https://hub.docker.com/r/joserohit264/midterm-exam,2025-09-29,2025-09-29,2025-11-10,26,0,Missed mid term evaluation
joserohit264,flaskmidterm,https://hub.docker.com/r/joserohit264/flaskmidterm,2025-09-29,2025-10-30,2025-11-10,124,0,Practiced missed mid term evaluation
joserohit264,fiveoct,https://hub.docker.com/r/joserohit264/fiveoct,2025-10-05,2025-10-05,2025-10-05,8,0,
joserohit264,docker_with_kubernetes_sample,https://hub.docker.com/r/joserohit264/docker_with_kubernetes_sample,2025-10-05,2025-10-05,2025-11-10,28,0,Practice for Secure Software Engineering
joserohit264,ipfs-nginx-cys-endsem-22030,https://hub.docker.com/r/joserohit264/ipfs-nginx-cys-endsem-22030,2025-10-31,2025-10-31,2025-11-10,39,0,End semester Evaluation
joserohit264,secure-password-manager,https://hub.docker.com/r/joserohit264/secure-password-manager,2025-11-23,2025-11-26,2025-11-23,83,0,
joshua2004,dscc-practice,https://hub.docker.com/r/joshua2004/dscc-practice,2025-07-10,2025-07-10,2025-11-11,5,0,Practice  - Flask App connecting to postgreSQL
joshua2004,dscc-asgn-1,https://hub.docker.com/r/joshua2004/dscc-asgn-1,2025-07-10,2025-07-10,2025-11-11,25,0,Assignment 1 - Database Connection app using python
joshua2004,add-asgn-1,https://hub.docker.com/r/joshua2004/add-asgn-1,2025-07-10,2025-07-10,2025-11-11,19,0,Additional Assignment - Web Scraper using Python
joshua2004,labeval1,https://hub.docker.com/r/joshua2004/labeval1,2025-07-12,2025-07-12,2025-07-12,16,0,
joshua2004,ipfs-node,https://hub.docker.com/r/joshua2004/ipfs-node,2025-07-16,2025-07-16,2025-11-11,10,0,"Class assignment - IPFS node container on ubuntu for file upload, IPNS"
joshua2004,flaskmidterm,https://hub.docker.com/r/joshua2004/flaskmidterm,2025-09-29,2025-09-29,2025-11-11,16,0,MidTerm - Flask app which shows student ID and name using Env variable
joshua2004,ipfs-nginx-cys-endsem-22031,https://hub.docker.com/r/joshua2004/ipfs-nginx-cys-endsem-22031,2025-10-31,2025-10-31,2025-11-11,34,0,EndSem -  Serve IPFS content over NGINX
jeeshitha,clouddemo,https://hub.docker.com/r/jeeshitha/clouddemo,2025-07-07,2025-07-08,2025-11-10,18,0,Assignment- Simple Docker image demonstrating basic cloud deployment and containerization concepts.
jeeshitha,db-connector,https://hub.docker.com/r/jeeshitha/db-connector,2025-07-08,2025-07-08,2025-11-10,16,0,Lab exercise - Lightweight Python connector for seamless interaction with SQL and NoSQL databases.
jeeshitha,web-scraper,https://hub.docker.com/r/jeeshitha/web-scraper,2025-07-09,2025-07-09,2025-11-10,13,0,Lab exercise - Python-based web scraper for extracting and analyzing website data efficiently.
jeeshitha,lab1eval,https://hub.docker.com/r/jeeshitha/lab1eval,2025-07-12,2025-07-12,2025-11-10,12,0,Dockerized Flask app for lab evaluation with custom environment setup and automation.
jeeshitha,my-ipfs-node,https://hub.docker.com/r/jeeshitha/my-ipfs-node,2025-07-16,2025-07-16,2025-11-10,26,0,Assignment-Custom Docker image for IPFS node with persistent data and network configuration.
krishna12345678,dockerimage,https://hub.docker.com/r/krishna12345678/dockerimage,2025-07-08,2025-07-08,2025-11-10,12,0,Assignment 0 Flask App connecting to PostgreSQL
krishna12345678,mysql-node-app,https://hub.docker.com/r/krishna12345678/mysql-node-app,2025-07-08,2025-07-08,2025-11-10,13,0,Assignment 1 Data connection app using python to query and manage records
krishna12345678,scraper,https://hub.docker.com/r/krishna12345678/scraper,2025-07-09,2025-07-09,2025-11-10,6,0,Assignment 3 Python Web Scraper
krishna12345678,lab1eval,https://hub.docker.com/r/krishna12345678/lab1eval,2025-07-12,2025-07-12,2025-11-10,15,0,Lab Evaluation
krishna12345678,flaskappv1,https://hub.docker.com/r/krishna12345678/flaskappv1,2025-08-21,2025-08-21,2025-11-10,15,0,Mid Term version1 Containing First Part of  Exam
krishna12345678,flaskappv1.2,https://hub.docker.com/r/krishna12345678/flaskappv1.2,2025-08-21,2025-08-21,2025-11-10,11,0,Mid Term version 1.2  with additional functions
krishna12345678,v1-cis-audit,https://hub.docker.com/r/krishna12345678/v1-cis-audit,2025-11-11,2025-11-11,2025-11-11,28,0,
22034,lab1_assignment_1,https://hub.docker.com/r/22034/lab1_assignment_1,2025-07-09,2025-07-09,2025-11-11,11,0,Created for lab 1
22034,web-scraper,https://hub.docker.com/r/22034/web-scraper,2025-07-09,2025-07-09,2025-11-11,9,0,Created for lab 2 for web scraper
22034,db-connector,https://hub.docker.com/r/22034/db-connector,2025-07-10,2025-07-10,2025-11-11,19,0,Created for db connector lab2 assignment
22034,lab1eval,https://hub.docker.com/r/22034/lab1eval,2025-07-12,2025-07-12,2025-11-11,10,0,Created for lab evaluation 1
22034,my-ipfs-private,https://hub.docker.com/r/22034/my-ipfs-private,2025-08-13,2025-08-13,2025-11-11,37,0,IPFS private created for midterm evaluation
22034,flaskapp,https://hub.docker.com/r/22034/flaskapp,2025-08-21,2025-08-21,2025-11-11,19,0,Flask app created for mid term
22034,ipfs-nginx-cys-endsem-22034,https://hub.docker.com/r/22034/ipfs-nginx-cys-endsem-22034,2025-10-31,2025-10-31,2025-11-11,26,0,End Semester Lab evaluation
kaushik7251,dscc_lab1,https://hub.docker.com/r/kaushik7251/dscc_lab1,2025-07-30,2025-07-30,2025-11-10,12,0,Assignment 0: Flask app connecting to PostgreSQL for secure database access via environment vars
kaushik7251,webscraper,https://hub.docker.com/r/kaushik7251/webscraper,2025-07-30,2025-07-30,2025-11-10,24,0,"Assignment - 2: Python web scraper using BeautifulSoup to extract, parse, and store data"
kaushik7251,my-ipfs-private,https://hub.docker.com/r/kaushik7251/my-ipfs-private,2025-08-13,2025-08-13,2025-11-10,34,0,"Class Assignment: IPFS node container on Ubuntu for file upload, IPNS publish, pinning, and share."
kaushik7251,flaskapp,https://hub.docker.com/r/kaushik7251/flaskapp,2025-08-21,2025-08-21,2025-11-10,15,0,MIDTERM - Lightweight Flask app showing student ID and name via env variables.
kaushik7251,flask-app,https://hub.docker.com/r/kaushik7251/flask-app,2025-08-26,2025-08-26,2025-11-10,16,0,MIDTERM - Lightweight Flask app showing student ID and name via env variables.
kaushik7251,ipfs-nginx-cys-endsem-22035,https://hub.docker.com/r/kaushik7251/ipfs-nginx-cys-endsem-22035,2025-10-31,2025-10-31,2025-11-10,27,0,"EndSem: Ubuntu NGINX + IPFS image automating JSON upload, IPNS publish, pinning, and serve."
logesh0107,22036-lab1,https://hub.docker.com/r/logesh0107/22036-lab1,2025-07-09,2025-07-09,2025-11-11,3,0,done as lab exercise 1 for practice
logesh0107,db-connector,https://hub.docker.com/r/logesh0107/db-connector,2025-07-09,2025-07-09,2025-11-11,15,0,done as lab exercise 2
logesh0107,lab1-image,https://hub.docker.com/r/logesh0107/lab1-image,2025-07-09,2025-07-09,2025-11-11,11,0,done as lab exercise 1
logesh0107,web-scraper,https://hub.docker.com/r/logesh0107/web-scraper,2025-07-09,2025-07-09,2025-11-11,10,0,done as lab exercise 2
logesh0107,lab11-image,https://hub.docker.com/r/logesh0107/lab11-image,2025-07-12,2025-07-12,2025-11-11,14,0,done as lab exercise 1 for practice
logesh0107,dbc,https://hub.docker.com/r/logesh0107/dbc,2025-07-12,2025-07-12,2025-11-11,11,0,done as lab exercise 2 for practice
logesh0107,ws,https://hub.docker.com/r/logesh0107/ws,2025-07-12,2025-07-12,2025-11-11,10,0,done as lab exercise 2 for practice
logesh0107,lab1eval,https://hub.docker.com/r/logesh0107/lab1eval,2025-07-12,2025-07-12,2025-11-11,8,0,done as lab exercise for lab evaluation 1
logesh0107,custom-ipfs-node,https://hub.docker.com/r/logesh0107/custom-ipfs-node,2025-07-16,2025-07-16,2025-11-11,19,0,Part of IPFS done at class
logesh0107,my-ipfs-private,https://hub.docker.com/r/logesh0107/my-ipfs-private,2025-08-13,2025-08-13,2025-11-11,46,0,Mid term Lab evaluation
logesh0107,ipfs-nginx-cys-endsem-22036,https://hub.docker.com/r/logesh0107/ipfs-nginx-cys-endsem-22036,2025-11-11,2025-11-11,2025-11-11,14,0,End semester lab evaluation
lalitha14,clouddemo,https://hub.docker.com/r/lalitha14/clouddemo,2025-07-07,2025-07-08,2025-11-10,19,0,Assignment 0: Docker image using Alpine that stores roll number and DockerHub username in a file.
lalitha14,db-connector-app,https://hub.docker.com/r/lalitha14/db-connector-app,2025-07-08,2025-07-08,2025-11-10,18,0,Assignment 1: Demonstrates connecting an app to a database using configurable environment variables.
lalitha14,web-scrapper,https://hub.docker.com/r/lalitha14/web-scrapper,2025-07-10,2025-07-10,2025-11-10,16,0,Assignment 2: Dockerized app that fetches webpage titles from a URL set via environment variable.
lalitha14,docker,https://hub.docker.com/r/lalitha14/docker,2025-07-12,2025-07-12,2025-11-10,14,0,NGINX-based image that hosts a website on port 8080 in production mode.
lalitha14,my-ipfs-node,https://hub.docker.com/r/lalitha14/my-ipfs-node,2025-07-16,2025-07-16,2025-11-10,32,0,"Lab : Explore IPFS tools, commands, CID, and set up a private IPFS network with custom peers"
lalitha14,flaskmidterm,https://hub.docker.com/r/lalitha14/flaskmidterm,2025-09-29,2025-09-29,2025-11-10,26,0,Mid Term - Flask App displaying student ID and name
lalitha14,ipfs-nginx-cys-endsem-22037,https://hub.docker.com/r/lalitha14/ipfs-nginx-cys-endsem-22037,2025-10-31,2025-10-31,2025-11-10,28,0,End Sem : Private IPFS and NGINX web server along with IPNS publishing
tejas610,lab1-dscc,https://hub.docker.com/r/tejas610/lab1-dscc,2025-07-08,2025-07-08,2025-11-11,11,0,pushing first docker image
tejas610,lab1-scraper,https://hub.docker.com/r/tejas610/lab1-scraper,2025-07-10,2025-07-10,2025-11-11,22,0,"Assignment - 2 : Python web scraper using BeautifulSoup to extract, parse, and store data."
tejas610,lab1eval,https://hub.docker.com/r/tejas610/lab1eval,2025-07-12,2025-07-12,2025-11-11,8,0,Lab evaluation 1 task
tejas610,ipfs-private-38,https://hub.docker.com/r/tejas610/ipfs-private-38,2025-08-13,2025-08-13,2025-11-11,50,0,"Class Assignment: IPFS node container on Ubuntu for file upload, IPNS publish, pinning, and share."
tejas610,practice-exercise,https://hub.docker.com/r/tejas610/practice-exercise,2025-08-21,2025-08-21,2025-08-21,10,0,
tejas610,midtermexam,https://hub.docker.com/r/tejas610/midtermexam,2025-08-21,2025-08-21,2025-11-11,18,0,MIDTERM - Lightweight Flask app showing student ID and name via env variables.
tejas610,ipfs-nginx-cys-endsem-22038,https://hub.docker.com/r/tejas610/ipfs-nginx-cys-endsem-22038,2025-10-31,2025-10-31,2025-11-10,25,0,"Nginx reverse proxy configured for an IPFS-backed app, packaged for simple deployment."
sanjumarri7,lab1-image,https://hub.docker.com/r/sanjumarri7/lab1-image,2025-07-04,2025-07-04,2025-11-10,8,0,lab1
sanjumarri7,db-connector,https://hub.docker.com/r/sanjumarri7/db-connector,2025-07-09,2025-07-09,2025-07-09,8,0,
sanjumarri7,dbconnector,https://hub.docker.com/r/sanjumarri7/dbconnector,2025-07-09,2025-07-09,2025-11-10,5,0,"Assignment 1: Python app connecting to a database for linking, querying, and managing data."
sanjumarri7,web-scraper,https://hub.docker.com/r/sanjumarri7/web-scraper,2025-07-09,2025-07-09,2025-11-10,8,0,Assignment 2: Python web scraper using BeautifulSoup to extract and store structured data.
sanjumarri7,web-scraper-news,https://hub.docker.com/r/sanjumarri7/web-scraper-news,2025-07-09,2025-07-09,2025-11-10,11,0,Assignment 2: Python web scraper using BeautifulSoup to extract and store structured data.
sanjumarri7,labeval,https://hub.docker.com/r/sanjumarri7/labeval,2025-07-12,2025-07-12,2025-11-10,15,0,Assignment 0: Flask app connecting to PostgreSQL using env vars for secure DB access.
sanjumarri7,custom-ipfs,https://hub.docker.com/r/sanjumarri7/custom-ipfs,2025-08-13,2025-08-13,2025-11-10,23,0,"Class Assignment: IPFS node container for file upload, IPNS publishing, and sharing"
sanjumarri7,flaskapp,https://hub.docker.com/r/sanjumarri7/flaskapp,2025-09-28,2025-09-28,2025-11-10,24,0,missed midterm practice
sanjumarri7,flask-counter,https://hub.docker.com/r/sanjumarri7/flask-counter,2025-09-29,2025-09-29,2025-11-10,20,0,missed midterm practice
sanjumarri7,flaskmidterm,https://hub.docker.com/r/sanjumarri7/flaskmidterm,2025-09-29,2025-09-29,2025-11-10,22,0,Flask web app (port 5080) with health and metrics endpoints for Missed MIdTerm
sanjumarri7,ipfs-nginx-cys-endsem-22039,https://hub.docker.com/r/sanjumarri7/ipfs-nginx-cys-endsem-22039,2025-10-31,2025-10-31,2025-11-10,26,0,"EndSem: Ubuntu NGINX + IPFS image automating JSON upload,  IPNS publish, pinning and serve."
midhru,assignment1,https://hub.docker.com/r/midhru/assignment1,2025-07-08,2025-07-08,2025-11-11,10,0,This is the assignment 0
midhru,db-connector,https://hub.docker.com/r/midhru/db-connector,2025-07-08,2025-07-08,2025-11-11,18,0,Create database and creating connection
midhru,web-scrapper,https://hub.docker.com/r/midhru/web-scrapper,2025-07-11,2025-07-11,2025-11-11,16,0,The texts are extracted from the web using docker image
midhru,image1,https://hub.docker.com/r/midhru/image1,2025-07-12,2025-07-12,2025-11-11,18,0,Introduction to docker
midhru,ipfs,https://hub.docker.com/r/midhru/ipfs,2025-07-16,2025-07-16,2025-11-11,14,0,Peer to peer network when the file is added the hash is provided
mukundkumarappan,dscc-lab1,https://hub.docker.com/r/mukundkumarappan/dscc-lab1,2025-07-08,2025-07-08,2025-11-10,9,0,Practice assignment 1: Creating a Docker image and pushing to Docker Hub
mukundkumarappan,db-connector-app,https://hub.docker.com/r/mukundkumarappan/db-connector-app,2025-07-08,2025-07-08,2025-11-10,13,0,Lab 1 assignment: Create a Docker Image for a Database Connector
mukundkumarappan,web-scraper,https://hub.docker.com/r/mukundkumarappan/web-scraper,2025-07-09,2025-07-09,2025-11-10,6,0,Additional Assignment: A Docker image for a Python-based web scraper is been created
mukundkumarappan,lab1eval,https://hub.docker.com/r/mukundkumarappan/lab1eval,2025-07-12,2025-07-12,2025-11-10,7,0,"Lab 1 Evaluation: Static NGINX website, port 8080, built on Alpine"
mukundkumarappan,ipfs-node,https://hub.docker.com/r/mukundkumarappan/ipfs-node,2025-07-16,2025-07-16,2025-11-10,24,0,Lab assignment : Building and Running an IPFS Node using Docker
mukundkumarappan,ipfs-private,https://hub.docker.com/r/mukundkumarappan/ipfs-private,2025-08-13,2025-08-13,2025-11-10,19,0,Lab assigment: A custom Docker image is built that runs IPFS with a preconfigured swarm key
mukundkumarappan,flaskapp,https://hub.docker.com/r/mukundkumarappan/flaskapp,2025-08-21,2025-10-31,2025-11-10,57,0,Practice midterm : Dockerized Flask App with IPNS-Backed Docker Image Hosting
mukundkumarappan,flaskmidterm,https://hub.docker.com/r/mukundkumarappan/flaskmidterm,2025-10-31,2025-10-31,2025-11-10,29,0,Practice midterm: Dockerized Flask App with IPNS-Backed Docker Image Hosting
mukundkumarappan,ipfs-nginx-cys-endsem-22041,https://hub.docker.com/r/mukundkumarappan/ipfs-nginx-cys-endsem-22041,2025-10-31,2025-10-31,2025-11-10,29,0,Endsem lab eval : Private IPFS node and NGINX web server environment along with IPNS publishing
meera042,a1,https://hub.docker.com/r/meera042/a1,2025-07-06,2025-07-06,2025-11-10,19,0,Assignment 1 : Connects database and runs python application
meera042,a0,https://hub.docker.com/r/meera042/a0,2025-07-07,2025-07-07,2025-11-10,12,0,Assignment 0 : Pushes username into textfile
meera042,a1.5,https://hub.docker.com/r/meera042/a1.5,2025-07-09,2025-07-09,2025-11-10,2,0,Assignment 1.5 :  Sets environmental variables and runs python application
meera042,lab1eval,https://hub.docker.com/r/meera042/lab1eval,2025-07-12,2025-07-12,2025-11-10,8,0,Lab 1 Evaluation
meera042,a2,https://hub.docker.com/r/meera042/a2,2025-07-16,2025-07-16,2025-11-10,12,0,Assignment 2 : Integrates IPFS
meera042,v1.2,https://hub.docker.com/r/meera042/v1.2,2025-08-21,2025-08-21,2025-11-10,10,0,Midterm : Version 2
meera042,v1,https://hub.docker.com/r/meera042/v1,2025-08-21,2025-08-21,2025-11-10,10,0,Midterm : Version 1
meera042,ipfs-nginx-cys-endsem-22042,https://hub.docker.com/r/meera042/ipfs-nginx-cys-endsem-22042,2025-10-31,2025-10-31,2025-11-10,22,0,End Semester
namitha0710,mydockerlab,https://hub.docker.com/r/namitha0710/mydockerlab,2025-07-07,2025-07-07,2025-11-10,11,0,Practicing basic commands before starting lab 1
namitha0710,db-connector-image,https://hub.docker.com/r/namitha0710/db-connector-image,2025-07-07,2025-07-07,2025-11-10,18,0,Lab 1 assignment given in the github explaining the basics of docker
namitha0710,web-scraper-image,https://hub.docker.com/r/namitha0710/web-scraper-image,2025-07-09,2025-07-09,2025-11-10,9,0,Lab1 Additional assignment given github
namitha0710,web-app,https://hub.docker.com/r/namitha0710/web-app,2025-07-09,2025-07-10,2025-11-10,7,0,Lab evaluation 1
namitha0710,website,https://hub.docker.com/r/namitha0710/website,2025-07-12,2025-07-12,2025-11-10,9,0,Another attempt of creating the same lab eval 1
namitha0710,ipfs_docker,https://hub.docker.com/r/namitha0710/ipfs_docker,2025-07-16,2025-07-16,2025-11-10,29,0,"IPFS node container on Ubuntu for file upload, IPNS publish, pinning, and share."
namitha0710,ipfs-private,https://hub.docker.com/r/namitha0710/ipfs-private,2025-08-13,2025-08-13,2025-11-10,37,0,Practice for Private IPFS
namitha0710,flaskapp,https://hub.docker.com/r/namitha0710/flaskapp,2025-08-21,2025-08-21,2025-11-10,23,0,Lightweight Flask app showing student ID and name via env variables.
